Feature(s): 1,(-4.0927810069081666*x_1**2 + 3.6465045287597012*x_1 + 2.6868523338764927*sin(0.7281488966827768*x_1 - 0.40050575723941767) + 0.11297237862059897*cos(0.4011670826591096*x_1 + 0.40825849240720075) + 1.1971836145509826)/(4.0128899457134222*x_1**2 - 1.8798297470908714*x_1 + 0.10038212507841016*sin(0.7281488966827768*x_1 - 0.40050575723941767) - 0.3591833417673164*cos(0.4011670826591096*x_1 + 0.40825849240720075) + 0.5926396692046885),0.4983639317127616,0.8533902219654736,0.8619428287934376,0.25635416656131027,0.7676363821128772,0.9165186532122757,31
Feature(s): 2,(-2.7851864389885949*x_1**2 - 2.4643022854048907*x_1 - 2.8054359396152395*sin(1.9206572721009936*x_1 + 0.03511500401523135) + 0.9807530144268992*cos(1.0183112684587394*x_1 + 0.7393669674436187) - 0.79829710696309797)/(0.86056254359131808*x_1**2 + 0.83115347393661433*x_1 + 0.49406619444796784*sin(1.9206572721009936*x_1 + 0.03511500401523135) - 0.1170836725760961*cos(1.0183112684587394*x_1 + 0.7393669674436187) - 0.42203040177478388),0.188640590819681,0.702430615011654,1.0962023319202312,-0.1431062748906351,0.6340188461144065,1.1363223221652692,31
Feature(s): 1 2,-(0.6670112093083607*x_1 + 2.9365064897976217*x_2 + 3.019467551750579*sin(0.7633433077502946*x_1 + 1.1466354204475877*x_2 - 0.13507032069504538) + 0.12290806046434999*cos(1.714970815166128*x_1 + 1.4132925647139167*x_2 - 0.2856976929383599) + 0.2128416325627655)/(-0.76488227791848006*x_1**2 + 0.049199695509547703*x_1*x_2 + 0.52615828883003442*x_1 + 0.0063224741313953875*x_2**2 + 0.16633882767865435*x_2 + 0.3565603545613463*sin(0.7633433077502946*x_1 + 1.1466354204475877*x_2 - 0.13507032069504538) + 0.8376167888085249*cos(1.714970815166128*x_1 + 1.4132925647139167*x_2 - 0.2856976929383599) - 1.0751589535912414),0.6100397113114575,0.6467774184081304,0.7599661957287425,0.6987950890925985,0.5999187287157545,0.5832963488569447,47
Feature(s): 3,(9.6540268416286691*x_1**2 + 3.4358139760807144*x_1 - 0.74762700812934969*cos(0.8571778213090692*x_1 + 0.5177673911503232) + 0.8420227535447756)/(0.12719887970224937*x_1**2 - 0.4749700442958909*x_1 - 0.6924884756843626*sin(0.828125235981451*x_1 + 0.07314528928681571) + 0.3001101502099113*cos(0.8571778213090692*x_1 + 0.5177673911503232) + 0.62338332321684496),0.6274560933364961,0.7131062135279179,0.7428015740186049,0.36051631418462937,0.6180231724683852,0.8499100574081463,26
Feature(s): 1 3,(0.087896985598956618*x_1**2 - 0.1640347289218545*x_1*x_2 - 0.39168121876176721*x_1 - 0.6169059989857923*x_2**2 - 0.58408713558489831*x_2 - 1.0346596090996276*sin(2.0583420818202507*x_1 + 1.9344500900234847*x_2 + 0.04322218193968484) + 0.60133703948003819*cos(0.4736383981039114*x_1 + 0.7099561593234037*x_2 + 0.7742288689469835) - 0.68280913966724826)/(-0.017107299735754195*x_1**2 + 0.031925910264352266*x_1*x_2 - 0.11560892017873257*x_1 + 0.12006777890640312*x_2**2 + 0.12673445729667904*x_2 + 0.5672032829833742*sin(2.0583420818202507*x_1 + 1.9344500900234847*x_2 + 0.04322218193968484) - 0.74334742437221778),0.6106562614239253,0.6791736622284601,0.7593651824874879,0.4311083231689301,0.5877000488583326,0.801628268520572,48
Feature(s): 2 3,(-3.9682113857356023*x_1 - 0.9617376795473577*(-0.2935985371774652*x_1 + 0.5949652741648203*x_2 + 0.2269697336106079)*(0.4919931434134441*x_1 + 0.5275794742969917*x_2 + 0.14243500798766812) + 0.22580773598652126*cos(1.575670211370129*x_1 + 0.704551158252593*x_2 - 0.5569407186459228) - 0.21870267610286758)/(0.066884622609516064*x_1 + 0.6532001056839325*(-0.2935985371774652*x_1 + 0.5949652741648203*x_2 + 0.2269697336106079)*(0.4919931434134441*x_1 + 0.5275794742969917*x_2 + 0.14243500798766812) + 0.7598684641278566*cos(1.575670211370129*x_1 + 0.704551158252593*x_2 - 0.5569407186459228) - 0.959764032952834),0.7222871089563994,0.6704209986918412,0.6413308080193587,0.41004668304401337,0.6410158958449325,0.8163324442208539,41
Feature(s): 1 2 3,(0.30600835638335548*x_1 - 0.85277527444850872*x_2 - 0.2809159602171307*x_3 - 1.4289270144543178*(-0.4728897685268772*x_1 + 0.22759237538403224*x_2 + 0.6453613466072681*x_3 + 0.18868908772179752)*(-0.1729836650334092*x_1 + 0.8134686440822191*x_2 + 0.27795876093536376*x_3 + 0.23768575192630365) - 0.7972334474100975*sin(0.38277293249282623*x_1 + 2.5826294062286115*x_2 + 0.7448618848212891*x_3 + 0.5824144883617793) + 1.046714034080739*cos(0.18231008152353084*x_1 + 0.6245307117867323*x_2 + 0.8607695952635467*x_3 + 0.3176306437332286) - 0.66515873721067522)/(-0.035593314490393853*x_1 + 0.099190423725071444*x_2 + 0.03267469632382613*x_3 + 0.3781220985181738*(-0.4728897685268772*x_1 + 0.22759237538403224*x_2 + 0.6453613466072681*x_3 + 0.18868908772179752)*(-0.1729836650334092*x_1 + 0.8134686440822191*x_2 + 0.27795876093536376*x_3 + 0.23768575192630365) + 0.8466035371462848*sin(0.38277293249282623*x_1 + 2.5826294062286115*x_2 + 0.7448618848212891*x_3 + 0.5824144883617793) - 0.16834508208650503*cos(0.18231008152353084*x_1 + 0.6245307117867323*x_2 + 0.8607695952635467*x_3 + 0.3176306437332286) - 0.91091827911016254),0.7523638010657759,0.621778314888306,0.6056073644549461,0.5036189913217759,0.5768402694223401,0.7487999597383544,79
Feature(s): 4,(0.35933619455754836*x_1**2 + 2.5010681235974781*x_1 + 2.576251951190506*sin(1.7799022314703585*x_1 - 2.2127536393079295) + 0.1410690465584339*cos(0.21094775114645398*x_1 + 0.4557408868125489) + 2.3488497765997867)/(-0.033976383326094915*x_1**2 - 0.28984224476881969*x_1 + 0.73329442345951409*sin(1.7799022314703585*x_1 - 2.2127536393079295) + 0.4838913818917536*cos(0.21094775114645398*x_1 + 0.4557408868125489) + 0.50351428946914826),0.5505886516757941,0.8271670025922719,0.8158420774969675,0.5690259633497107,0.7474791008695733,0.6977242018543013,31
Feature(s): 1 4,(0.14593884301712535*x_1 + 0.5628406725599085*x_2 + 1.347338514657484*sin(-1.7230780705579458*x_1 + 1.060116552001029*x_2 + 0.5309321101600369) - 0.69278918242409761)/(-0.2591071238637133*x_1**2 + 0.31236958161909121*x_1*x_2 + 0.20289116233023651*x_1 + 0.081757829353378593*x_2**2 - 0.19323717945717054*x_2 - 0.86623228165455141*sin(-1.7230780705579458*x_1 + 1.060116552001029*x_2 + 0.5309321101600369) + 0.64507918826838771),0.3357350142973434,0.6404125512791414,0.9918700198424721,-0.024197863295266853,0.6371634414496686,1.0755984470026283,32
Feature(s): 2 4,(-0.57257646533440145*x_1**2 - 0.25807617638056794*x_1*x_2 - 1.56904347124735*x_1 - 0.47099534544814165*x_2 - 0.71829904629782081*sin(2.3292680411290383*x_1 + 0.5816471150128593*x_2 + 0.6568202693510745) + 1.033459073884612*cos(0.44015594750998205*x_1 + 1.5838223729365521*x_2 + 0.5318618491008308) - 0.40315822054681624)/(0.11129595412901769*x_1**2 + 0.050164189461522824*x_1*x_2 + 0.19819002058637236*x_1 + 0.060016173391834429*x_2 + 0.80140557342257281*sin(2.3292680411290383*x_1 + 0.5816471150128593*x_2 + 0.6568202693510745) + 0.11554489069030995*cos(0.44015594750998205*x_1 + 1.5838223729365521*x_2 + 0.5318618491008308) - 0.96624674387088607),0.6163108277108783,0.628878383886889,0.7538307601484152,0.6982434350425024,0.586142990108747,0.5838302554817996,49
