Features Used,Equation,Train R-squared,Train MRE,Train RMSRE,Test R-squared,Test MRE,Test RMSRE,Equation Components,Model Score
Feature(s): 1 2 3 4 5 7,(0.26137787507489571*x_1 - 0.66969684237963513*x_2 - 0.011856138225437626*x_3 - 0.04191755257170341*x_5 + 0.093585660269200088*x_6 - 2.060333775753714*(0.20746113190707247*x_1 + 1.3558507113764273*x_2 + 0.8790880956380851*x_4 - 0.5025378659930623*x_5 + 0.4478112002752358*x_6 + 0.015888666502609946)*(-0.457607356095796*x_1 + 0.1438709890627209*x_2 + 0.2925517294967941*x_3 - 0.8566599052392735*x_4 + 1.109931934267003*x_5 + 0.12229236245988478*x_6 + 0.6377558362332336) - 0.2986960353419383*sin(-0.20846689184330855*x_1 + 1.4550618065334113*x_2 + 0.061570756867312816*x_3 + 0.674790821252239*x_4 + 0.725058220301451) + 0.988438753875572*cos(-0.17243587611514413*x_1 + 1.0367600461818103*x_2 + 0.5764968227998643*x_3 + 0.596458753424307*x_4 + 0.5314339052576909*x_5 + 0.2166507233456317*x_6 + 0.4157795694580271) - 0.9649524551871888)/(-0.35810584560642507*x_1 + 0.91753119490925869*x_2 + 0.016243732961829363*x_3 + 0.05742995884843111*x_5 - 0.1282188555467232*x_6 + 0.2899215367412487*(0.20746113190707247*x_1 + 1.3558507113764273*x_2 + 0.8790880956380851*x_4 - 0.5025378659930623*x_5 + 0.4478112002752358*x_6 + 0.015888666502609946)*(-0.457607356095796*x_1 + 0.1438709890627209*x_2 + 0.2925517294967941*x_3 - 0.8566599052392735*x_4 + 1.109931934267003*x_5 + 0.12229236245988478*x_6 + 0.6377558362332336) + 0.6366354072831004*sin(-0.20846689184330855*x_1 + 1.4550618065334113*x_2 + 0.061570756867312816*x_3 + 0.674790821252239*x_4 + 0.725058220301451) - 0.10535639727120856*cos(-0.17243587611514413*x_1 + 1.0367600461818103*x_2 + 0.5764968227998643*x_3 + 0.596458753424307*x_4 + 0.5314339052576909*x_5 + 0.2166507233456317*x_6 + 0.4157795694580271) - 0.9235714266080211),0.482290684,0.64134779,0.875642985,-0.097227454,0.654672389,1.113285536,123,-103.7468385
Feature(s): 1 2 3 5 6 7 8 9,#NAME?,-0.498511364,0.724271459,1.489752434,-0.656167598,0.757490452,1.367761502,51,-108.7339481
Feature(s): 4 6 7 8 9,#NAME?,-0.472107592,0.696389467,1.476569384,-0.623947144,0.733286714,1.354391373,59,-113.8027368
Feature(s): 2 3 7,(0.76494362917203989*x_1*x_3 - 2.5976835310196097*x_1 - 0.13526618801702402*x_2 - 0.13184557617127309*x_3 - 2.2415211208263099*sin(2.069841899263239*x_1 + 1.4243564330561953*x_2 - 0.1153364453283307) - 1.0829241243460855)/(-1.1145053159796089*x_1*x_3 + 2.7898159417661129*x_1 + 0.061679278244551296*x_2 + 0.20781609325572789*x_3 + 1.0397114973736992*sin(2.069841899263239*x_1 + 1.4243564330561953*x_2 - 0.1153364453283307) - 1.479042531899498),0.318695768,0.664193032,1.004510837,-1.955975659,0.645138077,1.827294977,33,-114.8639945
Feature(s): 3 4 5 6 8 9,#NAME?,-0.446963969,0.771471003,1.46390516,-0.504009909,0.772349956,1.303417605,69,-116.5486939
Feature(s): 2 3 5 8 9,0.000186449383972981*x_1 + 0.000332599904725557*x_2 + 0.000268861176471149*x_3 + 5.66354958368616e-6*x_4 - 8.56684044926451e-5*x_5 - 3.7209196e-5*(0.18652026*x_1 + 0.1520577*x_2 - 0.040417742*x_3 + 1.6450563e-9*x_4 - 0.07543733*x_5 + 0.09396935)*(0.24654807*x_1 + 0.15077151*x_2 - 8.8038e-9*x_3 + 1.6450563e-9*x_4 + 0.074356645*x_5 + 0.15280277) - 0.06109288*sin(0.037636325*x_1 + 0.052059107*x_2 + 0.011398502*x_3 + 2.9288021e-6*x_4 + 0.060357016*x_5 + 0.05115507) - 0.01555296*cos(-0.006751677*x_1 + 0.08490994*x_2 + 0.028071916*x_3 + 0.07106016*x_4 + 0.09241959*x_5 + 0.015777282) + 7.05228358234543,-0.47427565,3.309480406,1.477656299,-0.677257821,2.720982108,1.376442731,59,-116.5766736
Feature(s): 1 2 4 6,(-2.8234872268571142*x_1 - 0.17302746210139904*x_2 - 1.6435552351828515*x_3 + 0.045714658390764283*x_4 - 0.4158613296414335*(0.6978168437717063*x_2 + 0.34696585793674817*x_3 + 0.4975132219748439*x_4 + 0.3016385061805483)*(-0.07782119586725109*x_1 + 0.666279948637731*x_2 + 0.4907083516082385*x_3 - 0.09873711176222043*x_4 + 0.20890364806106815) - 0.2962423171757228*sin(0.3060288802519154*x_1 + 0.7598977283973379*x_2 + 0.5752572616281754*x_3 + 0.1547899273234051*x_4 + 0.2005270760527168) + 0.8501093512681234*cos(0.5710148126181556*x_1 + 1.281187702250324*x_2 + 0.9807055550128864*x_3 - 1.335551218551702*x_4 + 0.07720160366614959) - 0.70927031991888974)/(0.10349323223596199*(0.6978168437717063*x_2 + 0.34696585793674817*x_3 + 0.4975132219748439*x_4 + 0.3016385061805483)*(-0.07782119586725109*x_1 + 0.666279948637731*x_2 + 0.4907083516082385*x_3 - 0.09873711176222043*x_4 + 0.20890364806106815) + 0.7974198732377061*sin(0.3060288802519154*x_1 + 0.7598977283973379*x_2 + 0.5752572616281754*x_3 + 0.1547899273234051*x_4 + 0.2005270760527168) + 0.5078464369174313*cos(0.5710148126181556*x_1 + 1.281187702250324*x_2 + 0.9807055550128864*x_3 - 1.335551218551702*x_4 + 0.07720160366614959) - 1.0498478758417302),0.572183424,0.691735188,0.795999669,-1.240436292,0.739619748,1.590832787,87,-120.4126434
Feature(s): 1 2 5 6 7,(-2.0546929694674424*x_1 - 1.613929455230208*x_2 - 0.8863716252529812*x_3 + 0.733985465561425*x_4 + 0.2072458072938878*x_5 - 1.6313736333806974*(-0.4650624141152057*x_1 + 0.020949418507164794*x_2 + 0.39976390279266866*x_3 + 0.8209999828536909*x_4 + 0.39034268296751445*x_5 + 0.26401922568334973)*(0.4347911861879616*x_1 + 1.299981476620451*x_2 - 0.4224608881986529*x_3 + 0.0725351716447453*x_4 - 0.035570596208009723*x_5 + 0.28443608458988023) - 1.2106487630975717*sin(0.29871324503016805*x_1 + 1.251140137053206*x_2 + 0.08325479683081308*x_3 - 0.04278285302643524*x_4 + 0.14497210962817988*x_5 + 0.10140296710012754) + 0.46657222018894406*cos(0.5729251504303934*x_1 + 0.5924444628220602*x_2 - 0.4925600145192667*x_4 + 0.18561528464878482*x_5 + 0.12113901620281572) - 0.6034169730133144)/(0.54959479394815495*x_1 + 0.4316981853614889*x_2 + 0.2370890629312208*x_3 - 0.1963284036596125*x_4 - 0.0554346651538042*x_5 + 0.621284212358991*(-0.4650624141152057*x_1 + 0.020949418507164794*x_2 + 0.39976390279266866*x_3 + 0.8209999828536909*x_4 + 0.39034268296751445*x_5 + 0.26401922568334973)*(0.4347911861879616*x_1 + 1.299981476620451*x_2 - 0.4224608881986529*x_3 + 0.0725351716447453*x_4 - 0.035570596208009723*x_5 + 0.28443608458988023) + 0.3825285913271036*sin(0.29871324503016805*x_1 + 1.251140137053206*x_2 + 0.08325479683081308*x_3 - 0.04278285302643524*x_4 + 0.14497210962817988*x_5 + 0.10140296710012754) + 0.3652206415310201*cos(0.5729251504303934*x_1 + 0.5924444628220602*x_2 - 0.4925600145192667*x_4 + 0.18561528464878482*x_5 + 0.12113901620281572) - 0.9343798101369675),0.363939401,0.628254039,0.970584452,-0.477296078,0.62114184,1.291790261,115,-120.6678338
Feature(s): 1 4 5 6 8 9,#NAME?,-0.740682481,1.106093447,1.605624042,-0.949231809,1.088817092,1.483849924,39,-123.4957145
Feature(s): 1 2 5 8 9,#NAME?,-0.966155282,1.46024083,1.706447731,-1.258845207,1.392762761,1.597355087,57,-168.2500244
Feature(s): 1 4 5 6 7,(-0.01675861409870287*x_1 - 0.142221408237423*x_2 - 0.021281710412165802*x_3 - 0.068782044369809847*x_4 + 0.061734007401576978*x_5 + 1.3941385106473072*(0.2786145758955678*x_1 + 0.20629680648302734*x_2 - 0.8522769942495962*x_3 + 0.17586562586817087*x_4 - 0.8995479448994351*x_5 - 0.38930368531144033)*(0.393723032701682*x_1 + 1.0901248276056124*x_2 - 0.14402730591965326*x_3 - 0.34534346284266504*x_4 - 0.07821357131878906*x_5 + 0.3246528017352367) - 1.2394011343438742*sin(0.28990821776225856*x_1 + 1.0048796006801288*x_2 + 0.28846392051532926*x_3 + 0.05252536190683957*x_4 - 0.0832415510002088) - 0.15049592652606258*cos(-0.597359560955755*x_1 - 1.2358954698845994*x_2 + 0.4264153627476723*x_3 + 0.3229529929985884*x_4 + 0.14472783196625694*x_5 + 0.17709611188707577) - 0.1098653758285499)/(0.05010798336264415*x_1 + 0.4252396955858184*x_2 + 0.063631967714081678*x_3 + 0.20565719304902715*x_4 - 0.18458367724017225*x_5 - 0.08534512783672593*(0.2786145758955678*x_1 + 0.20629680648302734*x_2 - 0.8522769942495962*x_3 + 0.17586562586817087*x_4 - 0.8995479448994351*x_5 - 0.38930368531144033)*(0.393723032701682*x_1 + 1.0901248276056124*x_2 - 0.14402730591965326*x_3 - 0.34534346284266504*x_4 - 0.07821357131878906*x_5 + 0.3246528017352367) + 0.6152334115728278*sin(0.28990821776225856*x_1 + 1.0048796006801288*x_2 + 0.28846392051532926*x_3 + 0.05252536190683957*x_4 - 0.0832415510002088) + 0.8476453216562837*cos(-0.597359560955755*x_1 - 1.2358954698845994*x_2 + 0.4264153627476723*x_3 + 0.3229529929985884*x_4 + 0.14472783196625694*x_5 + 0.17709611188707577) - 1.436181318189054),0.501902716,0.651029702,0.858897166,-1.623069955,0.665200711,1.721326165,115,-171.0583619
Feature(s): 1 2 4 5 6 8,1.89340709653239e-6*x_1 + 2.82719518721935e-6*x_2 + 3.661838499959e-6*x_3 + 1.95498964501949e-6*x_4 + 5.7029470018289e-7*x_5 - 2.18864389153249e-8*x_6 + 0.011647907*(8.477652e-10*x_1 + 0.10359961*x_2 + 0.13819858*x_3 + 0.0769681*x_4 - 0.0040838565*x_5 - 0.04679177*x_6 + 0.064952984)*(0.13988842*x_1 + 0.18313529*x_2 + 0.20398697*x_3 + 0.13716812*x_4 + 2.0439082e-9*x_5 + 0.046780147*x_6 + 0.11685091) + 0.12560514*sin(-0.0071033495*x_1 + 0.022011425*x_2 + 0.030881234*x_3 + 0.19188425*x_4 + 0.16024426*x_5 + 0.18380718*x_6 + 0.13670354) - 0.04831001*cos(4.7380418e-6*x_1 + 0.023455987*x_2 + 0.03286919*x_3 + 7.181999e-7*x_4 + 9.4232706e-7*x_5 - 0.08829329*x_6 + 0.080158226) + 3.34455988419848,-2.419079408,2.208156781,2.250290967,-1.66608695,1.684231952,1.735383198,69,-273.2583179
Feature(s): 2 3 4 5 6 8 9,#NAME?,-2.188025526,2.83977182,2.172926209,-2.844259869,2.590736584,2.083841116,45,-296.6142698
Feature(s): 3 6 7 8 9,(0.00067922765765238672*x_4**2 + 0.00057650505146859762*x_4*x_5 - 2.068566050096955*x_4 + 0.00012232925837833502*x_5**2 + 0.54794410207162983*x_5 - 4.0176306941390272)/(0.00016014830658951021*x_4**2 + 0.000135928369071574*x_4*x_5 + 1.6883287454122144*x_4 + 2.8842794245677118e-5*x_5**2 - 0.47358749168048315*x_5 + 4.6998678538485879),0.023937921,1.504874593,1.202327563,-5.448065178,4.890195283,2.69881393,27,-298.2063629
Feature(s): 2 3 4 5 6,(1.043315276073735*x_1 + 1.207384892411504*x_2 + 1.159737325743395*x_3 - 0.4982961138678363*x_4 - 0.1016897038774784*x_5 + 0.1535350698936141*sin(0.6047462286389517*x_1 + 1.1831832520195682*x_2 + 0.13441770492613614*x_3 + 0.4241445985075448*x_4 + 0.03756389742922357*x_5 + 0.11980790329902483) - 0.48557596612950055*cos(0.7413829888962944*x_1 + 0.3294082824315332*x_2 + 0.7932532321803696*x_3 + 0.04973646820255483*x_4 + 0.25181446144461*x_5 + 0.6102382332589709) + 0.7838237644466547)/(-0.1316267424717909*x_1 - 0.1523260935044032*x_2 - 0.1463147811704819*x_3 + 0.06286603460998347*x_4 + 0.01282937648021896*x_5 + 0.5991813189874574*(0.6768143634212191*x_1 + 0.2845680885109481*x_2 + 0.9035288150723858*x_3 - 0.4298589201603956*x_4 - 0.06574299130014731)*(0.5377610498500621*x_1 - 0.1249988719624948*x_2 + 0.6378911425355184*x_3 + 0.19434518346270419*x_4 - 1.0508615782300461*x_5 - 0.10491373892903035) - 0.707452912412971*sin(0.6047462286389517*x_1 + 1.1831832520195682*x_2 + 0.13441770492613614*x_3 + 0.4241445985075448*x_4 + 0.03756389742922357*x_5 + 0.11980790329902483) + 0.19900034276230194*cos(0.7413829888962944*x_1 + 0.3294082824315332*x_2 + 0.7932532321803696*x_3 + 0.04973646820255483*x_4 + 0.25181446144461*x_5 + 0.6102382332589709) + 0.7469375699923038),0.49302735,0.630369456,0.866515525,-5.308537084,0.669565846,2.669454753,94,-334.7754867
Feature(s): 1 6 8,#NAME?,-3.831948646,2.734291064,2.675132133,-2.655497942,2.092726557,2.032036505,21,-345.3723294
Feature(s): 1 4 5 6 8,#NAME?,-4.350431049,2.820625145,2.815000452,-2.999360758,2.154308331,2.125462878,53,-420.4895904
Feature(s): 1 2 3 4 8 9,(0.00055172724972321064*x_5**2 + 0.00048506680993037513*x_5*x_6 - 3.173503807605004*x_5 + 0.0001066150929958563*x_6**2 + 0.78526138908574778*x_6 - 3.5577795838893856)/(0.00012506505565795155*x_5**2 + 0.00010995452483487378*x_5*x_6 + 1.6123036627576233*x_5 + 2.4167417045639366e-5*x_6**2 - 0.41005134309073924*x_6 + 2.9677227807773997),0.025468988,1.478469863,1.201384198,-8.396267429,5.790551474,3.257886261,27,-445.539922
Feature(s): 4 5 6,(-0.84342303546941453*x_1 - 0.20081957271222848*x_2 + 0.39689734803554244*x_3 - 0.967182655514889*(-0.43547220657821223*x_1 + 0.51049702636385*x_2 + 0.5477299740051037*x_3 + 0.032877026695551405)*(1.0707374402409382*x_1 - 0.5038741763003246*x_2 + 0.0780340509436388*x_3 + 0.2824860017989868) - 1.08141045925392*sin(1.5505677518722736*x_1 + 0.19938263283826735*x_2 + 0.12857380634151022) + 0.42453647183293014*cos(0.4639115016372984*x_1 - 0.07956127993404694*x_2 - 0.4964591750710401*x_3 + 0.27032479713085916) - 0.57611608187480938)/(0.016173871562272759*x_1 + 0.0038510093270458983*x_2 - 0.0076110877466854801*x_3 + 0.5770150930894486*(-0.43547220657821223*x_1 + 0.51049702636385*x_2 + 0.5477299740051037*x_3 + 0.032877026695551405)*(1.0707374402409382*x_1 - 0.5038741763003246*x_2 + 0.0780340509436388*x_3 + 0.2824860017989868) + 0.8773740289500477*sin(1.5505677518722736*x_1 + 0.19938263283826735*x_2 + 0.12857380634151022) + 0.43151166286857773*cos(0.4639115016372984*x_1 - 0.07956127993404694*x_2 - 0.4964591750710401*x_3 + 0.27032479713085916) - 1.1774667945998918),0.499527927,0.610068862,0.860942223,-14.35062946,0.681868248,4.164101703,75,-767.5550768
Feature(s): 3 5 9,0.0023976873701242*x_1 + 0.0006376052662056*x_2 - 5.3151474e-5*(0.1484373*x_1 + 0.07106718*x_2 - 0.017657256*x_3 + 0.18522675)*(0.17371003*x_1 + 0.026392732*x_2 + 0.014384329*x_3 + 0.0657362) + 3.86065599749265,-8.961727777,3.147738192,3.84106289,-7.704245086,2.214138257,3.135622624,19,-852.2986431
Feature(s): 2 6 8,1.59901379745525e-6*x_1 + 6.07228497271275e-8*x_2 + 0.021005826*(1.3689071e-9*x_1 + 0.059745338*x_2 + 0.019986957*x_3 + 0.11331852)*(0.03914445*x_1 - 1.4812305e-9*x_2 + 0.020000841*x_3 - 0.10223763) + 0.05172686*sin(0.2027119*x_1 + 0.25428173*x_2 + 0.29972434*x_3 + 0.26726666) - 0.05577483*cos(3.4293524e-7*x_1 + 0.0015161074*x_2 + 0.038170192*x_3 - 0.047148608) + 3.85812341605059,-14.31854703,3.247338796,4.763134776,-9.431915428,2.398852884,3.432734877,37,-1224.523123
Feature(s): 3 5 6 8 9,#NAME?,-10.74048382,7.119684817,4.169913828,-17.22755875,6.840372924,4.537561112,27,-1425.402129
Feature(s): 1 3 4 7 8,1.35016765341716*x_1 + 0.674805534151616*x_2 + 0.963308366366784*x_3 + 0.449152546678616*x_4 + 2.49591706600136e-7*x_5 - 0.02540512*(0.019457737*x_1 + 0.025127672*x_2 - 0.009713992*x_3 - 0.030765716*x_4 - 0.03242105*x_5 + 0.046775006)*(0.036754873*x_1 + 1.2240844e-9*x_2 + 0.045664825*x_3 - 0.020698443*x_4 + 0.03240783*x_5 - 0.08657217) + 3.4705740994075,-17.68507579,3.444233147,5.260554387,-11.6497294,2.524328211,3.780061376,33,-1499.74026
Feature(s): 1 2 4 7 8,#NAME?,-20.33359419,3.783435492,5.621032521,-13.87246535,2.816307201,4.098733833,59,-1769.302977
Feature(s): 4 8 9,3.58888088477523e-5*x_1**2 - 2.66578487224319e-6*x_1*x_2 - 7.4512195187205e-6*x_1*x_3 + 0.00101432177896963*x_1 + 2.47214281344274e-5*x_2 - 0.000308680521053685*x_3 + 2.70422777484632,-13.10014966,5.802859893,4.569786857,-23.44990043,5.558790032,5.255291146,15,-1842.502505
Feature(s): 1 3 5 6 8,3.8901400766496e-6*x_1 + 3.7581318694951e-6*x_2 + 8.3210607204985e-7*x_3 - 1.1022548052877e-7*x_4 + 0.016570538*(0.006631089*x_1 - 0.11734879*x_2 - 0.0837451*x_3 + 0.049687784*x_4 + 0.039784826*x_5 - 0.07258229)*(0.018735643*x_1 + 0.06608284*x_2 + 0.086275674*x_3 + 0.037568744*x_4 + 0.039765596*x_5 - 0.050892323) + 2.0387085e-7*sin(0.06337201*x_4 - 0.012945602*x_5) - 6.269617e-7*cos(0.029083028*x_3 + 0.032475825*x_4 - 0.021106968*x_5 + 0.024188327) + 4.00158307128594,-33.80518331,4.386962314,7.179695833,-22.3491904,3.167284887,5.135634966,46,-2853.718685
Feature(s): 2 4 5 7 8,1.04142042125882e-5*x_1 + 1.42452604696125e-5*x_2 + 4.99045900379325e-6*x_3 + 1.02726908172875e-5*x_4 - 0.003907953*(0.07036002*x_1 + 0.092670016*x_2 + 2.944386e-9*x_3 + 0.052367922*x_4 + 0.040968765*x_5 + 0.11191623)*(0.08680829*x_1 + 0.16518006*x_2 + 0.17232265*x_3 + 0.06865428*x_4 - 0.041008424*x_5 + 0.08807951) + 0.09602196*sin(0.13804789*x_1 + 0.23095056*x_2 + 4.6692126e-6*x_3 + 6.3061943e-6*x_4 + 3.5689004e-6*x_5 + 0.04586189) + 0.0012913969*cos(1.9631308e-8*x_1 + 0.0929266*x_2 + 4.860446e-9*x_3 + 1.0742124e-9*x_4 + 0.0020972171*x_5 + 8.2288185e-9) + 4.00745424373285,-33.95009104,4.39956333,7.194626265,-22.4845378,3.179622771,5.150498232,57,-2878.731442
Feature(s): 1 3 7 8,7.777471133415e-6*x_1 + 7.07383433843125e-6*x_2 + 5.0628541801625e-6*x_3 - 0.003594003*(0.044351216*x_1 + 0.081643045*x_2 + 0.058102567*x_3 + 0.06419524*x_4 + 0.025852988)*(0.15901875*x_1 + 0.0004747321*x_2 + 0.017500795*x_3 - 0.06415109*x_4 + 0.037357908) - 0.0015425972*sin(6.183998e-8*x_1 + 7.9995196e-8*x_2 + 8.79065e-8*x_3 - 0.011433284*x_4 + 7.256626e-8) - 0.07695011*cos(2.320447e-6*x_1 + 6.139245e-7*x_2 + 3.3039663e-7*x_3 + 0.10287864*x_4 + 6.489645e-7) + 3.90674125306508,-44.66021883,4.840459431,8.223431467,-29.65520338,3.461159899,5.884510399,47,-3762.771111
Feature(s): 1 2 5 8 9,#NAME?,-54.06291029,5.207568958,9.030538823,-35.91213971,3.719272979,6.457179276,31,-4529.7525
Feature(s): 1 2 3 4 5 8,#NAME?,-72.39796124,6.302890992,10.42620072,-48.93550058,4.617669085,7.510397748,67,-6133.673091
Feature(s): 2 3 4 5 6 7 8,4.88356402167408e-6*x_1 + 6.3176227945755e-6*x_2 + 7.0343897237712e-6*x_3 + 3.6834774337392e-6*x_4 + 9.7331983573185e-7*x_5 + 5.50182520221672e-6*x_6 - 0.016287312*(2.274908e-9*x_1 + 0.033686318*x_2 + 0.17313826*x_3 + 0.06710714*x_4 + 0.05763853*x_5 - 0.07007399*x_6 - 0.02410056*x_7 - 0.016553853)*(0.10913403*x_1 + 0.018382592*x_2 + 2.4740998e-9*x_3 + 2.4676547e-9*x_4 + 0.033487026*x_5 + 0.10594107*x_6 + 0.024076814*x_7 + 0.0122856675) + 0.015518735*sin(0.0037205133*x_1 - 0.011077403*x_2 + 0.0066770664*x_3 + 0.039631058*x_4 + 0.06303677*x_5 - 2.6699115e-7*x_6 + 0.08539136*x_7 + 0.050244525) + 0.08579416*cos(1.9303775e-7*x_1 + 1.6163906e-7*x_2 + 2.0449986e-7*x_3 + 1.4722139e-7*x_4 + 0.032506045*x_5 + 1.2583696e-7*x_6 + 0.059175137*x_7 - 0.04817502) + 3.24473799565503,-76.20336387,5.737100598,10.69306471,-50.81622577,4.07139459,7.650522944,77,-6427.979482
Feature(s): 2 3 8 9,#NAME?,-96.5137459,6.977008452,12.01757948,-65.16728773,5.085681006,8.645296653,27,-8111.051681
Feature(s): 1 3 5 7 8 9,#NAME?,-44.17715883,4.9303435,8.179816112,-138.5301056,4.334493374,12.55429112,69,-9204.363222
Feature(s): 1 4 7 8,7.620003412441e-8*x_1 - 2.1656357723525e-6*x_2 - 1.298894941099e-7*x_3 - 0.023144113*(-0.04515253*x_1 + 0.08650976*x_2 - 0.0098456545*x_3 + 0.04139448*x_4 + 0.03474465)*(0.10730581*x_1 + 0.013363028*x_2 - 0.023754694*x_3 + 0.041372135*x_4 + 0.12059532) + 5.6238156e-7*sin(0.025524525*x_1 + 0.038954962*x_2 + 0.022687545*x_3 + 0.16992223*x_4 + 0.081691734) + 0.076913536*cos(0.1462257*x_1 + 0.16185375*x_2 + 0.16500303*x_3 + 0.44784695*x_4 + 0.28557092) + 3.86819105761077,-125.3707108,7.930976723,13.6806678,-84.54406776,5.783629336,9.829992414,47,-10542.73893
Feature(s): 1 2 3 4 6 7 8 9,#NAME?,-74.08798901,6.521646343,10.54555205,-233.2524939,5.676488382,16.26673326,49,-15416.02414
Feature(s): 2 6 7 8,1.69299475676177e-5*x_1 + 2.68420860728901e-7*x_2 + 1.33894096029659e-5*x_3 - 0.0046285545*(-0.0075771646*x_1 + 0.04115378*x_2 - 0.06746287*x_3 + 0.026412461*x_4 + 7.732449e-9)*(7.08717e-9*x_1 + 0.050428674*x_2 + 7.305294e-9*x_3 - 0.026474643*x_4 + 7.732449e-9) - 0.12910648*sin(2.834763e-6*x_1 + 0.18734215*x_2 + 2.710089e-6*x_3 + 0.21593224*x_4 + 0.019757995) + 0.041358475*cos(7.4199264e-8*x_1 - 0.003997217*x_2 - 1.9168073e-8*x_3 + 0.046812184*x_4 + 0.020597601) + 3.61625587120228,-293.8766887,10.56701757,20.89797973,-196.6400036,7.465057971,14.94155027,47,-24572.83462
Feature(s): 2 4 5 6 7 8 9,#NAME?,-295.075229,12.62497207,20.94040708,-200.1450861,9.583756896,15.07345981,77,-24838.01575
Feature(s): 1 3 6 7 8,#NAME?,-349.1619755,12.18236081,22.77291237,-235.2825526,8.826125975,16.3370659,31,-29253.22641
Feature(s): 1 3 4 5 7 8,#NAME?,-467.3296917,13.79419914,26.33661344,-314.4744381,9.9597897,18.87731929,37,-39127.20649
Feature(s): 1 2 3 8,3.88667489637926e-6*x_1 + 3.3057918437159e-6*x_2 + 4.88252767174295e-6*x_3 + 0.024866905*(0.008647512*x_1 - 0.022831397*x_2 - 0.06280526*x_3 + 0.029579608*x_4 + 0.04790861)*(0.036699664*x_1 + 0.013901056*x_2 + 0.05470039*x_3 + 0.029613106*x_4 + 0.079601094) + 2.59067773936291,-722.5032631,15.79498728,32.73439587,-484.1920359,11.15169656,23.4107359,25,-60359.76495
Feature(s): 2 5 6 7 8 9,#NAME?,-701.727209,18.37780742,32.26097345,-578.7802926,14.9638423,25.59115919,37,-64062.37508
Feature(s): 1 3 6 8 9,8.2378739382093e-7*x_1 + 2.21406340653729e-6*x_2 - 1.4524390178298e-7*x_5 - 0.026446247*(-0.107710846*x_1 + 0.037979584*x_2 + 0.048722383*x_3 + 0.02240909*x_4 + 5.427258e-9*x_5 + 0.053470425)*(0.029534783*x_1 - 0.0096716015*x_2 - 0.037901632*x_3 + 0.02244301*x_4 - 5.4272586e-9*x_5 + 0.06578458) + 9.874425e-7*sin(0.10406336*x_3 + 0.10707438*x_5 + 0.06736644) - 0.00255185*cos(6.3147596e-8*x_1 + 9.295939e-8*x_2 + 0.00036265107*x_3 - 0.035576668*x_4 - 0.04148309*x_5 - 0.014758967) + 1.61722926319395,-852.8455468,17.12980084,35.56098173,-573.7185599,12.31837684,25.47920335,49,-71377.20534
Feature(s): 2 5 7 8,#NAME?,-890.3837059,18.51874203,36.33426913,-598.7087365,13.33388111,26.02725827,23,-74477.62212
Feature(s): 3 7 8,#NAME?,-971.6904005,18.72168148,37.95520995,-650.5939656,13.15659797,27.12981052,37,-81151.21831
Feature(s): 3 4 8 9,#NAME?,-1258.29109,28.26101156,43.18641446,-678.1884283,20.00813909,27.69831645,27,-96850.9759
Feature(s): 1 2 5 7 8,#NAME?,-1167.67518,20.31343982,41.60360779,-782.2434699,14.26045436,29.74449673,36,-97531.93251
Feature(s): 1 5 7 8,4.69738529754876e-7*x_2 + 4.66304946417279e-7*x_3 - 2.90755959768072e-8*x_4 - 0.008701741*(0.036634494*x_1 + 0.061596736*x_2 - 0.088364884*x_3 + 0.023168245*x_4 - 6.657082e-9)*(0.044917416*x_1 + 0.003258544*x_2 + 7.343259e-9*x_3 + 0.023104439*x_4 + 0.043369886) + 0.07788525*sin(1.0665036e-6*x_1 + 0.03135901*x_2 + 4.6461295e-7*x_3 + 0.03459174*x_4 + 4.8081654e-7) + 1.6941218e-6*cos(0.073572166*x_2 + 0.08943366*x_4 + 0.15759027) + 3.92952203878052,-1171.037986,21.03053098,41.66342098,-787.5297785,15.12947204,29.8447045,43,-97971.38825
Feature(s): 4 8,0.012733093*(0.030046249*x_1 - 0.020636566*x_2 + 0.040269803)*(0.19802204*x_1 + 0.020580668*x_2 + 0.12645744) - 0.06394119*sin(0.14565264*x_1 + 0.054243147*x_2 + 0.08887035) - 0.064561106*cos(2.4141582e-6*x_1 + 0.066322625*x_2 + 1.8897782e-6) + 3.84631039875564,-1473.014689,23.31268616,46.72345923,-989.7699298,16.73105296,33.45373731,25,-123164.2309
Feature(s): 1 2 3 6 7 8 9,7.02860469142752e-6*x_1 + 9.21113322343564e-6*x_2 + 6.0555101528255e-5*x_3 - 2.39696055937566e-6*x_4 + 6.91764835337546e-5*x_5 + 4.94705589253525e-7*x_6 - 7.72147521133679e-6*x_7 + 2.6795982e-5*(0.021473635*x_1 + 0.0088625*x_2 + 0.113845214*x_3 - 7.3396006e-10*x_4 + 0.09093206*x_5 - 0.01409066*x_6 - 0.008829861*x_7 + 0.083816655)*(0.042621426*x_1 + 0.0014460288*x_2 + 0.04156031*x_3 - 0.10213147*x_4 + 0.036153115*x_5 + 0.012224504*x_6 + 0.031238858*x_7 - 0.018104773) - 5.136988e-6*sin(0.03781769*x_4 + 0.10929383*x_6 - 0.08701774*x_7 - 0.021706415) + 0.010097557*cos(2.0279417e-6*x_1 + 2.0487382e-6*x_2 + 0.11629167*x_3 + 0.02951695*x_4 + 0.10652428*x_5 + 0.12528439*x_6 + 0.060992375*x_7 + 0.12849654) - 0.723184560654696,-641.3111421,17.5292078,30.843014,-1898.408968,16.80234721,46.31988535,71,-127057.0055
